business_name,business_postal_code,inspection_date,month,day,inspection_score,risk_category
Muskaan Cuisine of India,94105,2019-03-25,3,25,89.0,Moderate Risk
Mama Ji's,94114,2017-07-26,7,26,88.0,Low Risk
"Halal Green Apple Market, Inc.",94109,2018-05-22,5,22,89.0,Low Risk
Silver Market Inc.,94134,2017-04-21,4,21,72.0,High Risk
Howard & 6th Street Food Market Inc.,94103,2018-05-03,5,3,88.0,Moderate Risk
LA GALLINITA,94110,2017-07-24,7,24,84.0,Moderate Risk
PANDA EXPRESS,94132,2017-05-10,5,10,90.0,Moderate Risk
SEASONS RESTAURANT,94103,2019-02-20,2,20,70.0,Moderate Risk
"Brew Brothers Cafe, Inc.",94109,2016-10-21,10,21,88.0,Low Risk
Tenderloin Market & Deli,94102,2019-01-24,1,24,60.0,Low Risk
WILD SIDE WEST,94110,2019-08-14,8,14,91.0,High Risk
BAKERY/ICE CREAM/STOREROOM,94105,2019-04-17,4,17,90.0,Moderate Risk
Arashi Sushi House,94118,2019-04-25,4,25,79.0,Low Risk
GOLDEN CHARIOT BAKERY & REST,94121,2016-10-17,10,17,80.0,Low Risk
The Old Clam House,94124,2019-08-01,8,1,83.0,Low Risk
Belly Burger,94121,2018-06-13,6,13,82.0,Low Risk
Zaytoon,94110,2018-03-14,3,14,88.0,Low Risk
Orexi Inc.,94127,2018-08-30,8,30,92.0,Moderate Risk
RN74,94105,2019-08-01,8,1,86.0,Moderate Risk
Nizario's Pizza #2,94114,2018-03-21,3,21,85.0,High Risk
BAYVIEW HP MULTI-SERVICE DROP-IN CT,94124,2018-12-03,12,3,90.0,Moderate Risk
Frujuice,94103,2017-12-08,12,8,94.0,Low Risk
LINCOLN PARK BAR AND GRILL,94121,2019-05-03,5,3,87.0,High Risk
Nick's Lighthouse,94133,2017-12-11,12,11,92.0,Low Risk
Tacos El Primo,94124,2019-01-11,1,11,84.0,Low Risk
DECCAN HOUSE,94110,2018-08-24,8,24,75.0,Low Risk
Namu Stonepot,94117,2018-12-12,12,12,79.0,Moderate Risk
Noir Lounge,94102,2019-03-21,3,21,90.0,Low Risk
Cafe Broadway,94133,2018-04-18,4,18,76.0,Low Risk
Hillstone Restaurant,94111,2017-10-02,10,2,94.0,Low Risk
Vietnamese Noodle House,94122,2017-10-12,10,12,81.0,Moderate Risk
The Creamery,94107,2019-02-05,2,5,90.0,Low Risk
Dirty Habit,94103,2016-10-24,10,24,84.0,Moderate Risk
Cafe Isabella,94133,2017-08-04,8,4,91.0,Low Risk
"PATPONG THAI CUISINE, INC.",94121,2017-05-11,5,11,83.0,Moderate Risk
Old Jerusalem Restaurant Inc,94110,2018-06-26,6,26,90.0,Low Risk
GORDO TAQUERIA #6,94121,2018-07-10,7,10,86.0,High Risk
J.T. Restaurant/Catering,94103,2019-04-12,4,12,88.0,Moderate Risk
Uno Dos Taco,94105,2019-01-23,1,23,78.0,Moderate Risk
Casa Mayah Restaurant,94102,2019-02-12,2,12,85.0,Low Risk
Lollipot,94116,2018-05-22,5,22,45.0,Moderate Risk
Gourmet Delight,94108,2017-08-01,8,1,79.0,Low Risk
Panera Bread,94107,2016-12-20,12,20,98.0,Low Risk
Aster,94110,2018-08-15,8,15,92.0,Moderate Risk
Taqueria Cazadores,94110,2018-01-22,1,22,78.0,High Risk
Lush Gelato,94109,2017-08-21,8,21,92.0,Low Risk
SQUAT & GOBBLE CAFE #3,94114,2017-11-14,11,14,80.0,Low Risk
HAPPY DONUTS,94114,2018-12-12,12,12,83.0,Moderate Risk
Silver Market Inc.,94134,2018-04-30,4,30,76.0,Moderate Risk
WELCOME SUPER MARKET,94103,2019-02-11,2,11,92.0,Low Risk
Subway Sandwiches #25379,94105,2017-01-27,1,27,75.0,Moderate Risk
EL CAFE,94116,2018-09-14,9,14,92.0,Moderate Risk
EL SALVADOR RESTAURANT,94110,2019-05-16,5,16,88.0,Moderate Risk
"Yemen Kitchen, Inc.",94102,2018-08-30,8,30,77.0,Low Risk
Cafe La Taza,94102,2017-07-28,7,28,86.0,Low Risk
El Chico Produce Market #2,94112,2018-05-01,5,1,75.0,Low Risk
Souvla,94110,2017-11-20,11,20,91.0,Low Risk
CUP+FORK,94118,2018-11-09,11,9,92.0,Moderate Risk
TAQUERIA CANCUN,94110,2019-02-28,2,28,81.0,Moderate Risk
Quickly,94133,2017-09-06,9,6,92.0,Low Risk
MONG THU COFFEE SHOP,94102,2017-09-27,9,27,87.0,Low Risk
Caffe Central,94102,2019-05-08,5,8,87.0,High Risk
Marina Sushi Bar,94123,2018-05-17,5,17,88.0,Moderate Risk
La Capra Coffee,94107,2018-07-09,7,9,87.0,Moderate Risk
"Workshop Cafe, Inc.",94105,2018-01-12,1,12,86.0,Moderate Risk
The Italian Homemade Company,94123,2018-08-28,8,28,87.0,Moderate Risk
Neiman Marcus On The Square,94108,2017-06-06,6,6,96.0,Moderate Risk
Ella's Cafe,94115,2019-03-15,3,15,75.0,High Risk
Portico IV,94104,2017-11-20,11,20,82.0,Moderate Risk
Ted's Sports Bar & Grill,94103,2019-05-08,5,8,90.0,Moderate Risk
PizzaHacker,94110,2016-09-29,9,29,90.0,Low Risk
VICTOR'S,94107,2018-10-30,10,30,71.0,High Risk
Halal Wings Plus,94102,2019-03-04,3,4,90.0,Low Risk
Church Street Grocery,94114,2017-09-07,9,7,85.0,High Risk
HIGHER GROUNDS,94131,2018-06-19,6,19,89.0,Low Risk
Home Cafe,94122,2018-05-02,5,2,89.0,Low Risk
Cafe Jacqueline,94133,2019-05-29,5,29,92.0,Moderate Risk
Cafe Bean,94109,2017-04-17,4,17,80.0,Moderate Risk
HAKASHI JAPANESE SUSHI BAR & GRILL,94107,2019-06-03,6,3,88.0,Low Risk
Udupi Palace,94110,2019-06-13,6,13,78.0,High Risk
Palmyra,94117,2018-05-02,5,2,88.0,Low Risk
Wing Lee Bakery,94118,2018-06-14,6,14,83.0,Moderate Risk
Myriad,94110,2018-03-26,3,26,88.0,Low Risk
Lucky Creation Vegetarian Restaurant LLC,94108,2017-12-28,12,28,96.0,Low Risk
Roxie Food Center,94112,2018-02-28,2,28,96.0,Low Risk
Halal Cart SF,94105,2019-02-21,2,21,62.0,High Risk
SWEET DELIGHT BAKERY,94112,2017-11-29,11,29,71.0,Low Risk
J J Fish & Chicken,94124,2017-12-13,12,13,86.0,Low Risk
Burger King #4474,94102,2019-02-15,2,15,86.0,Moderate Risk
Bon Appetit @ Adobe,94107,2016-09-20,9,20,90.0,Moderate Risk
Seafood Center,94118,2018-05-21,5,21,92.0,Low Risk
WILDLIFE CONNECTION ESPRESSO CART,94132,2017-08-15,8,15,90.0,Moderate Risk
Archive Bar & Kitchen,94105,2017-02-13,2,13,81.0,Moderate Risk
Wayfare Tavern,94111,2016-12-22,12,22,78.0,Low Risk
The Brick Yard,94123,2017-05-12,5,12,70.0,Moderate Risk
True Laurel,94110,2018-04-10,4,10,94.0,Low Risk
RUSSELL'S CONVENIENCE #605,94105,2017-12-07,12,7,96.0,Low Risk
O'CONNELL HIGH SCHOOL,94110,2017-02-07,2,7,94.0,Low Risk
Wo Chong,94108,2017-11-27,11,27,86.0,Moderate Risk
Mi Tierra Market,94110,2017-07-24,7,24,57.0,Low Risk
Hahn's Hibachi,94109,2018-02-27,2,27,86.0,Low Risk
TIO CHILOS GRILL,94110,2017-01-05,1,5,86.0,Low Risk
Round Table Pizza,94109,2018-07-11,7,11,69.0,High Risk
95224 Doggie Diner,94107,2018-03-26,3,26,96.0,Low Risk
Episcopal Community Services,94109,2017-10-25,10,25,82.0,Low Risk
Cafe La Vie,94102,2017-07-19,7,19,82.0,Moderate Risk
Kitava,94110,2019-03-20,3,20,81.0,Low Risk
Jitlada Thai Cuisine,94115,2016-10-28,10,28,90.0,Low Risk
Pork Store Cafe Valencia,94103,2018-07-23,7,23,80.0,Moderate Risk
The Bagel Bakery Cafe,94107,2018-06-15,6,15,88.0,Moderate Risk
Publico,94103,2019-06-10,6,10,90.0,Low Risk
Gallardo's Mexican Restaurant,94110,2019-04-15,4,15,77.0,Moderate Risk
Go JoJo's MoJo,94103,2018-09-22,9,22,96.0,Moderate Risk
HAYES STREET GRILL,94102,2017-07-11,7,11,83.0,High Risk
China Express Deli,94110,2017-11-27,11,27,83.0,Moderate Risk
Onigilly,94105,2018-07-05,7,5,91.0,Low Risk
Lers Ros 16th Street,94103,2019-02-25,2,25,72.0,High Risk
EL CASTILLITO TAQUERIA INC.,94114,2018-04-26,4,26,76.0,Low Risk
Oasis Grill,94103,2017-10-04,10,4,90.0,Moderate Risk
The Old Clam House,94124,2017-05-22,5,22,77.0,High Risk
Hops & Hominy,94108,2019-02-21,2,21,94.0,Low Risk
RAIN TREE CAFE,94122,2018-01-31,1,31,79.0,Low Risk
ABSINTHE PASTRY,94102,2017-12-04,12,4,92.0,Moderate Risk
"Cava22, Inc",94110,2018-04-24,4,24,76.0,Low Risk
Sushi Umi,94104,2019-06-11,6,11,84.0,Moderate Risk
Daniel's Cafe,94102,2017-10-26,10,26,94.0,Low Risk
GRAND MISSION DONUT & BAKERY,94110,2019-06-11,6,11,87.0,Low Risk
Spicy Queen,94108,2018-07-16,7,16,90.0,Low Risk
Imagine Culinary Group,94103,2017-08-04,8,4,87.0,Low Risk
"Broadmoor, The",94109,2018-07-11,7,11,85.0,High Risk
Good MongKok Bakery,94108,2017-01-04,1,4,78.0,Moderate Risk
India Clay Oven Restaurant and Bar,94121,2018-07-26,7,26,88.0,Low Risk
NEW ERITREA RESTAURANT,94122,2019-06-26,6,26,89.0,High Risk
Hillside Supper Club,94110,2019-04-24,4,24,81.0,High Risk
MANORA'S THAI CUISINE,94103,2018-05-29,5,29,88.0,Moderate Risk
Caffe Greco,94133,2016-09-27,9,27,94.0,Low Risk
Cafe Niebaum Coppola,94133,2016-11-22,11,22,88.0,Moderate Risk
PETES BARBEQUE,94110,2019-04-01,4,1,90.0,Low Risk
Ying Hui Chinese Restaurant,94112,2018-06-11,6,11,70.0,Low Risk
Saison,94107,2018-10-23,10,23,90.0,Low Risk
STARBUCK'S COFFEE #6605,94110,2018-02-23,2,23,96.0,Moderate Risk
Lucky Creation Vegetarian Restaurant LLC,94108,2018-12-27,12,27,85.0,Low Risk
Lee's Deli,94105,2019-06-17,6,17,85.0,High Risk
STARBUCKS COFFEE,94109,2019-08-15,8,15,96.0,Low Risk
Mr. Pizza Man,94110,2017-09-11,9,11,84.0,Moderate Risk
San Francisco Marriott Union Square - Main Kitchen,94108,2019-07-15,7,15,92.0,Moderate Risk
Korean Village Restaurant,94118,2019-04-25,4,25,94.0,Low Risk
Original Buffalo Wings,94123,2018-01-16,1,16,69.0,Low Risk
SUNSET SUPER,94116,2016-09-01,9,1,75.0,Moderate Risk
Waraku,94115,2018-08-27,8,27,90.0,Low Risk
Boudin Bakery & Cafe,94133,2016-12-14,12,14,93.0,High Risk
Vinyl Cafe and Wine Bar,94117,2019-05-17,5,17,79.0,Low Risk
Brisas De Vallarta,94112,2019-05-23,5,23,87.0,High Risk
Wing Lee BBQ Restaurant,94118,2017-05-01,5,1,59.0,Moderate Risk
HOUSE OF HUNAN,94107,2018-10-17,10,17,74.0,Moderate Risk
New Hampshire Market,94110,2017-05-26,5,26,88.0,Low Risk
Uncle Cafe,94108,2017-12-06,12,6,71.0,Low Risk
Dona Mayo Mexican Restaurant,94103,2018-04-06,4,6,92.0,Low Risk
PRINCESS BAKERY,94112,2017-09-25,9,25,77.0,Moderate Risk
Tempest,94103,2018-02-12,2,12,89.0,High Risk
TAQUERIA CANCUN,94110,2019-02-28,2,28,81.0,High Risk
B Restaurant,94103,2016-12-21,12,21,81.0,Low Risk
GLENEAGLES GOLF COURSE AT M P,94134,2016-11-22,11,22,96.0,Low Risk
Pachino Pizzeria,94108,2019-04-18,4,18,75.0,Moderate Risk
New Heng Fung Inc,94122,2016-10-31,10,31,76.0,High Risk
Live Oak School,94107,2017-02-07,2,7,85.0,High Risk
Little Skillet,94107,2018-04-09,4,9,87.0,High Risk
Jelly Donut,94110,2019-02-26,2,26,80.0,Moderate Risk
94635 Employee Training Room,94107,2018-09-11,9,11,96.0,Moderate Risk
BABY'S EATERY AND PALABOK,94112,2017-06-21,6,21,71.0,Moderate Risk
Station Cafe,94132,2017-08-18,8,18,96.0,Moderate Risk
Flour & Water,94110,2018-01-23,1,23,86.0,High Risk
THE CITRUS CLUB,94117,2018-11-28,11,28,88.0,Low Risk
General Tso Kitchen Inc,94118,2019-06-05,6,5,85.0,High Risk
The Castro Republic,94114,2018-02-26,2,26,76.0,High Risk
Rico Pan,94112,2017-05-02,5,2,79.0,Moderate Risk
Anthony's Cookies Inc.,94112,2018-01-08,1,8,94.0,Low Risk
Thai Cottage Restaurant,94122,2018-07-18,7,18,81.0,Low Risk
Udupi Palace,94110,2019-06-13,6,13,78.0,Low Risk
S & E Cafe,94116,2018-06-18,6,18,75.0,High Risk
95245 Doggie Diner/Taqueria,94107,2019-04-12,4,12,92.0,Moderate Risk
Baby Blues BBQ San Francisco Inc,94110,2019-06-13,6,13,83.0,Low Risk
Crustacean,94109,2016-10-18,10,18,76.0,Moderate Risk
Urban Tavern,94102,2019-03-08,3,8,98.0,Low Risk
SAFEWAY #1490,94103,2017-12-06,12,6,82.0,Moderate Risk
INDULGENCE TEA BAR,94112,2019-07-25,7,25,85.0,Moderate Risk
Chino's Taqueria Inc,94121,2018-10-01,10,1,81.0,Low Risk
B44,94104,2017-09-13,9,13,87.0,Low Risk
Golden Star Vietnamese Restaurant,94108,2017-11-30,11,30,94.0,Moderate Risk
Brothers Restaurant,94118,2019-06-26,6,26,90.0,Low Risk
Jang Soo BBQ,94121,2017-09-06,9,6,78.0,High Risk
Lime Tree,94122,2019-02-28,2,28,94.0,Low Risk
BALOMPIE CAFE,94110,2018-07-31,7,31,86.0,Moderate Risk
MELS DRIVE-IN,94109,2017-11-01,11,1,81.0,Moderate Risk
Kate O'Brien's,94105,2019-03-05,3,5,87.0,Moderate Risk
COOL!NARIA,94107,2019-05-24,5,24,93.0,High Risk
Washington Bakery & Restaurant,94108,2019-01-09,1,9,87.0,Low Risk
Lee's Deli,94104,2017-01-23,1,23,67.0,High Risk
La Fonda,94122,2018-03-15,3,15,83.0,Low Risk
KING'S BAKERY,94110,2017-08-03,8,3,88.0,Low Risk
SF BAGEL CO. (KATZ BAGELS),94103,2018-01-10,1,10,79.0,High Risk
Imagine Culinary Group,94105,2019-05-06,5,6,88.0,Moderate Risk
Valencia WholeFoods Inc,94110,2019-05-01,5,1,85.0,High Risk
TARARA,94111,2019-03-18,3,18,81.0,Low Risk
Fior d' Italia,94133,2018-08-20,8,20,80.0,Moderate Risk
Golden City Inn,94124,2016-11-29,11,29,78.0,Low Risk
Tuba Express Mediterraean Kebab and Gyro,94109,2018-06-12,6,12,86.0,Moderate Risk
Hotel Vitale,94105,2019-02-11,2,11,79.0,Low Risk
Olivo's Taqueria,94109,2017-09-12,9,12,85.0,Low Risk
San Jalisco,94110,2017-05-24,5,24,90.0,Low Risk
PANCHO'S,94118,2018-12-14,12,14,81.0,Moderate Risk
"PATPONG THAI CUISINE, INC.",94121,2018-05-31,5,31,86.0,Moderate Risk
Pane e Vino Trattoria,94123,2016-09-06,9,6,93.0,High Risk
ATLAS CAFE,94110,2017-04-19,4,19,90.0,Moderate Risk
Manhattan Hub Inc,94104,2017-01-10,1,10,69.0,Low Risk
Rosa Mexicano,94105,2019-03-26,3,26,83.0,Low Risk
New Lien Hing,94118,2017-04-24,4,24,80.0,High Risk
Napoleon Super Bakery Corp,94108,2016-12-12,12,12,83.0,Moderate Risk
MARVIN GARDENS,94124,2019-03-19,3,19,88.0,Low Risk
Lemongrass Thai Cuisine,94109,2019-03-13,3,13,88.0,Low Risk
The Bell,94109,2018-08-17,8,17,85.0,Moderate Risk
Mango's Taqueria & Cantina,94133,2017-12-04,12,4,73.0,High Risk
Foods Co #357,94103,2018-04-25,4,25,88.0,Moderate Risk
Pronto Pizza,94109,2016-10-11,10,11,69.0,High Risk
7 Eleven #2366-35722A,94118,2017-10-16,10,16,86.0,Moderate Risk
Rinconcito Nicaraguense,94110,2018-08-01,8,1,83.0,Low Risk
Kam Lok Restaurant,94108,2017-11-29,11,29,83.0,Low Risk
Bellissimo Pizza,94109,2018-06-12,6,12,87.0,Low Risk
Nijiya Market,94115,2018-04-17,4,17,89.0,Low Risk
Patxi's Chicago Pizza,94102,2016-10-11,10,11,82.0,Low Risk
Peet's Coffee and Tea,94104,2018-05-15,5,15,92.0,Low Risk
Blue Bottle Coffee,94111,2017-02-06,2,6,94.0,Low Risk
Imperial Tea Court,94111,2019-03-14,3,14,87.0,High Risk
Bullitt,94109,2017-05-08,5,8,80.0,Moderate Risk
LAVA JAVA,94117,2017-12-01,12,1,94.0,Low Risk
Udupi Palace,94110,2019-06-13,6,13,78.0,Low Risk
Tony's Pizza,94133,2019-03-14,3,14,92.0,Low Risk
La Loma Produce #8,94110,2019-02-11,2,11,72.0,High Risk
Cochinita #2,94103,2018-11-30,11,30,90.0,Low Risk
Events Management @ Legion of Honor,94121,2018-11-30,11,30,92.0,Moderate Risk
Pane e Vino Trattoria,94123,2017-10-26,10,26,80.0,Moderate Risk
Le Central Bistro Corp,94108,2018-04-17,4,17,86.0,Moderate Risk
I'A Poke,94114,2019-01-17,1,17,86.0,Low Risk
Hamburger Haven,94118,2017-06-30,6,30,80.0,High Risk
1601 Bar & Kitchen,94103,2017-07-25,7,25,78.0,High Risk
TIO CHILOS GRILL,94110,2017-01-05,1,5,86.0,Low Risk
Mandarin House SF,94110,2019-01-17,1,17,74.0,High Risk
Wise Sons Delicatessen,94115,2016-11-21,11,21,86.0,Moderate Risk
SF Noriega New Century Seafood,94122,2018-09-26,9,26,86.0,Low Risk
Cocobang,94102,2016-12-30,12,30,69.0,Low Risk
B & J QUARTER POUNDER BURGERS,94124,2018-11-27,11,27,88.0,Moderate Risk
Zazang Restaurant,94115,2019-05-15,5,15,79.0,Low Risk
Ana's Market,94112,2018-05-09,5,9,87.0,Moderate Risk
Popeyes Chicken & Biscuits,94115,2017-03-02,3,2,85.0,Low Risk
MARINA SUBMARINE,94123,2016-09-19,9,19,90.0,Moderate Risk
CAFE PICARO,94103,2018-02-22,2,22,72.0,High Risk
COVE CAFE,94114,2019-03-07,3,7,92.0,Moderate Risk
Redding Elementary School,94109,2016-09-07,9,7,96.0,Moderate Risk
SOTA (SCHOOL OF THE ARTS),94131,2016-11-02,11,2,88.0,Low Risk
Pho #1,94134,2017-01-03,1,3,79.0,Moderate Risk
Pho Express,94104,2017-09-08,9,8,68.0,Moderate Risk
Red Hill Station,94110,2018-05-09,5,9,92.0,Low Risk
Mission Hunan Restaurant,94103,2018-02-01,2,1,72.0,Moderate Risk
Chile Lindo,94103,2018-03-19,3,19,88.0,Moderate Risk
Ming Hui Dim Sum,94134,2018-04-09,4,9,81.0,Moderate Risk
Big Lantern,94103,2018-04-25,4,25,84.0,Moderate Risk
Cafe Bakery,94122,2019-03-05,3,5,90.0,Moderate Risk
Thai Idea Vegetarian,94109,2019-03-12,3,12,88.0,Low Risk
Little Sweet,94118,2018-06-29,6,29,77.0,High Risk
Louie's Dim Sum,94133,2017-06-28,6,28,72.0,Moderate Risk
Harbor Emperor,94133,2017-02-01,2,1,96.0,Low Risk
SERRANO'S PIZZA II,94110,2017-07-14,7,14,77.0,Moderate Risk
Murphy's,94108,2018-12-03,12,3,71.0,Moderate Risk
Williams-Sonoma,94108,2017-05-12,5,12,94.0,Low Risk
Dojima-Ann,94102,2019-01-18,1,18,75.0,Low Risk
Rosamunde Sausage Grill,94117,2018-12-11,12,11,90.0,Low Risk
TOWN HALL RESTAURANT,94105,2017-01-18,1,18,74.0,Moderate Risk
Pompei's Grotto,94133,2017-07-14,7,14,87.0,Low Risk
Ganim's Market,94107,2017-01-12,1,12,94.0,Low Risk
Turner's Kitchen,94110,2018-05-03,5,3,98.0,Low Risk
Caffe Sport,94133,2018-01-26,1,26,89.0,High Risk
HOUSE OF HUNAN,94107,2018-10-17,10,17,74.0,Low Risk
Grain D'or,94118,2018-09-17,9,17,92.0,Low Risk
Roadhouse Cafe,94124,2018-07-31,7,31,78.0,Moderate Risk
Cafe Francisco,94133,2018-01-29,1,29,94.0,Low Risk
Terrace Cafe,94115,2018-05-24,5,24,96.0,Moderate Risk
Starbucks Coffee,94104,2017-10-04,10,4,96.0,Low Risk
City Lunch Restaurant,94124,2017-01-10,1,10,81.0,Moderate Risk
New San Wang Restaurant,94115,2019-03-05,3,5,85.0,Low Risk
Nina's Cafe,94102,2017-11-07,11,7,90.0,Moderate Risk
New Mings Restaurant,94105,2017-09-05,9,5,74.0,Moderate Risk
Wine Bar,94102,2019-03-22,3,22,92.0,Moderate Risk
Superette Market,94102,2019-02-07,2,7,85.0,Low Risk
Casablanca,94123,2019-07-13,7,13,94.0,Low Risk
Jang Soo BBQ,94121,2016-12-02,12,2,90.0,Moderate Risk
Belga,94123,2018-10-01,10,1,87.0,Moderate Risk
Brenda's French Soul Food,94102,2019-06-11,6,11,90.0,Moderate Risk
L & L Hawaiian Barbecue,94108,2018-11-08,11,8,87.0,High Risk
Sushi Raw #4,94116,2018-01-30,1,30,92.0,Low Risk
IRMA'S PAMPANGA RESTAURANT,94103,2019-02-25,2,25,68.0,Moderate Risk
Artesano,94118,2018-10-31,10,31,83.0,Low Risk
The Mission Oyster Bar Seafood Rest. & Mkt.t,94110,2018-05-16,5,16,90.0,Moderate Risk
Kam Po Kitchen,94133,2017-11-14,11,14,86.0,Low Risk
Alice's Restaurant,94131,2016-11-02,11,2,85.0,Moderate Risk
THE PHOENIX BAR & RESTAURANT,94110,2017-09-26,9,26,90.0,Low Risk
California Pacific Medical Ctr - Hospital Kitchen,94120,2016-10-05,10,5,89.0,High Risk
Bon Appetit @ Adobe,94107,2019-02-12,2,12,88.0,Moderate Risk
Taqueria El Sol #2,94102,2019-02-27,2,27,81.0,Moderate Risk
Jelly Donut,94110,2019-02-26,2,26,80.0,Moderate Risk
Clay Oven Indian Restaurant,94127,2018-01-11,1,11,86.0,Low Risk
Marnee Thai Restaurant,94122,2018-12-05,12,5,88.0,Low Risk
Fools Errand,94117,2019-03-27,3,27,84.0,Moderate Risk
Marche Club of S.F.,94112,2017-12-05,12,5,90.0,Low Risk
Crepe Cafe,94133,2018-03-26,3,26,86.0,Low Risk
Sidewalk Juice,94110,2018-01-23,1,23,90.0,Low Risk
Little Saigon Deli,94105,2019-07-29,7,29,87.0,Low Risk
Pedrito's,94110,2019-08-06,8,6,83.0,Low Risk
Slurp Noodle Bar,94114,2017-01-12,1,12,82.0,Moderate Risk
Eat Sushi,94103,2019-02-06,2,6,90.0,Low Risk
PICCOLO PETE,94134,2018-08-23,8,23,52.0,Moderate Risk
18th Street Commissary,94110,2017-10-17,10,17,83.0,Low Risk
A&M LIQUOR,94109,2016-10-26,10,26,96.0,Moderate Risk
GROVE ST. MARKET,94102,2018-03-08,3,8,96.0,Moderate Risk
Peet's Coffee and Tea,94104,2018-05-15,5,15,92.0,Low Risk
Lee's Deli,94105,2019-01-03,1,3,87.0,Low Risk
Mi Ranchito Produce,94110,2018-06-25,6,25,88.0,Low Risk
TURK & LARKIN DELI,94102,2017-10-23,10,23,79.0,Moderate Risk
STARBUCKS COFFEE #5486,94105,2018-03-08,3,8,96.0,Low Risk
Flying Pig Bistro,94103,2017-01-09,1,9,77.0,Low Risk
APTOS MIDDLE SCHOOL,94127,2017-02-09,2,9,87.0,Low Risk
KAIYO RESTAURANT & BAR,94123,2018-10-31,10,31,88.0,Moderate Risk
DECCAN HOUSE,94110,2018-08-24,8,24,75.0,Moderate Risk
Mae Krua LLC,94110,2019-04-29,4,29,98.0,Low Risk
ST. PAULS SCHOOL,94131,2018-02-05,2,5,94.0,Moderate Risk
BROADWAY COFFEE BROS LLC,94109,2019-07-02,7,2,92.0,Low Risk
Saap Ver,94103,2017-02-13,2,13,90.0,Moderate Risk
Henry's Hunan Restaurant,94111,2019-03-06,3,6,82.0,Low Risk
New Regent Cafe,94133,2017-12-06,12,6,68.0,Low Risk
Papalote Mexican Grill,94117,2018-09-25,9,25,90.0,Moderate Risk
MANSION ON SUTTER,94109,2019-03-15,3,15,89.0,Low Risk
Piccolo Italia Pizza,94109,2016-10-19,10,19,88.0,Low Risk
San Raku Restaurant,94109,2017-02-15,2,15,92.0,Moderate Risk
CHINA EXPRESS,94110,2018-07-23,7,23,81.0,Low Risk
Nick's Lighthouse,94133,2017-01-13,1,13,90.0,Moderate Risk
San Francisco Japan Center Chocolate Chair Inc.,94115,2019-02-27,2,27,85.0,High Risk
Saigon Deli Express,94111,2017-09-20,9,20,92.0,Moderate Risk
Union Square Sports Bar,94102,2016-10-20,10,20,77.0,Low Risk
Slider Diner,94109,2018-05-17,5,17,96.0,Moderate Risk
Chez Beesen,94104,2018-05-18,5,18,64.0,Moderate Risk
ONE MARKET RESTAURANT,94105,2018-01-24,1,24,90.0,Moderate Risk
TENDERLOIN ELEMENTARY SCHOOL,94102,2019-02-28,2,28,98.0,Low Risk
Wise Sons Delicatessen,94103,2019-04-02,4,2,91.0,High Risk
City Chopsticks,94108,2019-02-26,2,26,75.0,Low Risk
Xpress Market,94102,2018-02-27,2,27,79.0,Low Risk
Nande-Ya,94115,2018-07-16,7,16,74.0,High Risk
Jayhoon Fedaiy,94109,2016-12-27,12,27,82.0,Low Risk
Sunrise Deli,94122,2018-05-14,5,14,87.0,Low Risk
Wing Lum Cafe,94109,2018-06-22,6,22,83.0,Low Risk
LA VICTORIA BAKERY,94110,2018-06-05,6,5,69.0,Low Risk
PEBBLE'S CAFE,94131,2016-11-28,11,28,85.0,High Risk
CHARLIE'S DELI CAFE,94110,2017-09-14,9,14,85.0,Moderate Risk
The Mayflower,94112,2017-01-06,1,6,92.0,Low Risk
La Jefa,94107,2018-09-14,9,14,51.0,Moderate Risk
Wonglee LLC,94133,2017-07-06,7,6,84.0,Moderate Risk
Mr. Pizza Man,94110,2017-09-11,9,11,84.0,Moderate Risk
BUTTER,94103,2019-07-24,7,24,90.0,Low Risk
Laureate,94115,2018-01-29,1,29,96.0,Low Risk
Las Palmeras,94110,2018-08-06,8,6,75.0,Moderate Risk
Burger King #4474,94102,2016-10-18,10,18,73.0,Low Risk
Beach Street Grill,94133,2018-02-05,2,5,86.0,Low Risk
77 Chinese Cuisine,94111,2017-09-15,9,15,89.0,High Risk
SAKANA BUNE RESTAURANT,94121,2019-03-07,3,7,73.0,High Risk
Corridor Cafe,94102,2018-05-16,5,16,92.0,Low Risk
Sultan's Kebab,94114,2019-04-11,4,11,85.0,Low Risk
Super Pan,94121,2017-08-07,8,7,92.0,Low Risk
EMPEROR PALACE RESTAURANT,94118,2018-07-05,7,5,76.0,Low Risk
ST VINCENT DE PAUL,94123,2016-09-19,9,19,92.0,Moderate Risk
La Laguna,94124,2019-01-22,1,22,88.0,Low Risk
Lers Ros Thai Noodle,94109,2017-01-18,1,18,86.0,Low Risk
AT&T - GHIRARDELLI CHOCOLATE CO. (CLUB LEVEL) [147802],94107,2018-09-11,9,11,92.0,Moderate Risk
The Olympic Club Cafe,94102,2017-02-07,2,7,96.0,Low Risk
Sababa,94111,2018-06-22,6,22,92.0,Moderate Risk
Barnzu,94109,2019-06-05,6,5,94.0,Moderate Risk
Pho Hour,94103,2018-05-21,5,21,79.0,Moderate Risk
Chanvi,94103,2019-03-14,3,14,65.0,Low Risk
Cafe Seventy 8,94110,2016-11-29,11,29,92.0,Low Risk
Fresh Meat Seafood Market,94110,2018-04-30,4,30,91.0,High Risk
USA Power Market,94112,2017-01-31,1,31,84.0,Low Risk
EMPEROR PALACE RESTAURANT,94118,2018-11-26,11,26,85.0,Low Risk
